book_title,book_author,book_translator,book_pub_date,book_isbn
미라클 모닝,할 엘로드 ,,2016-02-17,9791157841110
퇴근길 인문학 수업 : 전환,백상경제연구원 ,,2018-09-28,9791157842865
퇴근길 인문학 수업 : 멈춤,백상경제연구원 ,,2018-09-11,9791157842858
"IT CookBook, 핵심이 보이는 전자회로",신경욱 ,,2014-07-22,9791156641308
"IT CookBook, 핵심이 보이는 전자회로 실험 with PSPICE",신경욱 ,,2017-11-30,9791156643654
"IT CookBook, 단계별로 배우는 전자회로 실험 : 기본 소자부터 응용 회로까지",이강윤 ,,2014-06-05,9791156641117
미라클 모닝 다이어리,할 엘로드 ,,2016-11-16,9791157841554
"IT CookBook, design school 포토샵 & 일러스트레이터 CC 2019",이영주 ,,2019-06-06,9791156644477
"IT CookBook, 핵심이 보이는 전자회로 with PSPICE(개정판)",신경욱 ,,2018-04-30,9791156643883
"IT CookBook, design school 포토샵 CC 2019",이영주 ,,2019-04-19,9791156644453
"IT CookBook, CMOS 디지털 집적회로 설계 : 기본 이론부터 실습까지",신경욱 ,,2014-05-30,9791156641100
"IT CookBook, UI 디자인과 프로토타이핑을 위한 Adobe XD",이영주 ,,2020-01-06,9791156644750
Thinking About : PPL을 이용한 VC++ 병렬 프로그래밍(2판),김경진 ,,2014-03-17,9788968486548
포토샵 CS 디자인 스쿨(증보판),이문형 ,,2008-02-25,9788979145045
"IT CookBook, UI/UX 디자인 이론과 실습 with Adobe XD",이영주 ,,2020-01-06,9791156644651
맛있는 디자인 일러스트레이터 CS6,우보명 ,,2012-12-12,9788979149890
회사에서 바로 통하는 일러스트레이터 CS5,박혜진(삐딱대가리) ,,2011-04-28,9788979148244
회사에서 바로 통하는 포토샵 CS4,원다예 ,,2009-04-09,9788979146660
스콧 켈비의 사진가를 위한 포토샵 CS6,스콧 켈비(Scott Kelby) ,,2013-07-09,9788968480324
"IT CookBook, 모바일 & 데스크톱을 위한 웹 기획 프로세스",강은정 ,,2018-11-25,9791156644323
Designing Web Navigation : 사용자 경험 최적화를 위한 웹 내비게이션 설계 원칙,제임스 콜백 ,,2008-03-01,9788979145588
"잰양, 티백, 앤하우스의 디자인문구 다락방","류재은 , 김신애 , 장보경 ",,2010-08-26,9788979147643
"IT CookBook, 웹 디자인 이론과 실습",강은정 ,,2017-06-05,9791156643258
진짜 삐졌어요,오렐리 쉬엥 쇼 쉰느 ,,2020-02-29,9791162242698
정유진의 웹 2.0 기획론: 강력한 웹 2.0 서비스를 만드는 13개의 키워드,정유진 ,,2006-12-15,8979144555
정말 화나요!,오렐리 쉬엥 쇼 쉰느 ,,2020-02-29,9791162242612
멀티 디바이스 UX 디자인 : 사물인터넷 생태계 경험을 지배하는 3가지 핵심 원리,미할 레빈 ,,2014-11-12,9788968481307
미로 마스터 LEVEL1. 세계 미로 대탈출,앤디 피터스 ,,2020-04-03,9791162242926
미로 마스터 LEVEL1. 우주 미로 대탈출,앤디 피터스 ,,2020-04-03,9791162242933
미로 마스터 LEVEL3. 크레이지 미로,사이먼 워드 ,,2020-05-08,9791162242957
똑똑한 두뇌 연습 : 세계 여행 다른 그림 찾기,제니 에스피노사 ,,2020-05-15,9791162243015
똑똑한 두뇌 연습 : 점 잇기,조 문 ,,2020-05-15,9791162243022
미로 마스터 LEVEL2. 미스터리 미로,마크 워커 ,,2020-05-08,9791162242940
"IT CookBook, 디지털 집적회로 해석 및 설계","데이비드 하지즈 , 호레스 잭슨 , 레스베 살레 ",,2010-08-20,9788979147513
"IT CookBook, 아날로그 CMOS 집적회로 설계 : Design of Analog CMOS Integrated Circuits",버자드 라자비(Behzad Razavi) ,,2009-05-15,9788979146721
"똑똑한 두뇌 연습 100 : 탈것, 동물, 축구 세트",발롱 미디어 ,,2020-05-15,9791162243121
"IT CookBook, design school 일러스트레이터 CC",이영주 ,,2018-11-30,9791156643920
"똑똑한 두뇌 연습 100 : 공주, 동물, 색칠 세트",발롱 미디어 ,,2020-05-15,9791162243114
재미있고 빠른 첫 한글 준비 선 긋기1권 직선∙곡선∙자음∙모음,한빛학습연구회 ,,2020-07-20,9791162243251
재미있고 빠른 첫 한글 쓰기1권 모음∙자음∙쉬운 낱말,한빛학습연구회 ,,2020-07-20,9791162243275
좋은 사진을 만드는 김주원의 포토샵 사진 강의,김주원 ,,2012-05-14,9788979149265
스콧 켈비의 라이트룸 CC 킬러 팁 북,스콧 켈비(Scott Kelby) ,,2016-05-31,9788968482854
손뜨개 가방과 모자,Little Lion ,,2019-10-01,9791188007370
나도 손그림 잘 그리면 소원이 없겠네,심다은(오늘의다은) ,,2019-11-28,9791188007424
사물 인터넷 · 웨어러블 Ver 0.9: 새로운 IT 플랫폼을 완성하는 서비스 기획 · UX 가이드,송태민 ,,2015-03-28,9788968481635
나도 손글씨 바르게 쓰면 소원이 없겠네,유한빈(펜크래프트) ,,2019-10-09,9791188007394
모던 웹을 위한 실시간 사용자 경험(UX) 프로그래밍: 웹사이트에 인터랙티브를 더하는 마술,테드 로덴 ,,2012-05-04,9788979149159
아이주도이유식 (개정판),"질 래플리 , 트레이시 머켓 ",,2019-11-20,9791188007417
리얼 뉴질랜드 [2020~2021년],"박선영(Rolly) , 김상훈(Paul) ",,2019-10-30,9791188007387
오래가는 UX 디자인: 모바일 시대의 제품 디자인 기본 원칙,반준철 ,,2013-01-24,9788979149982
리얼 호주 [2020~2021년 최신판],"박선영(Rolly) , 김상훈(Paul) ",,2019-10-25,9791188007363
리얼 상하이 항저우·쑤저우 [2020~2021년 개정판],도선미 ,,2019-12-05,9791188007400
만화로 배우는 와인의 역사,"브누아 시마 , 다니엘 카사나브 ",,2019-11-29,9791157843732
왜 나는 매일 아이에게 미안할까,김아연(틈틈이) ,,2019-12-10,9791188007448
리얼 괌 [2020~2021년 최신판],민정아 ,,2019-12-02,9791188007431
리얼 오사카 교토·고베·나라 [2020~2021 개정판],"황성민 , 정현미 ",,2019-12-27,9791188007349
나도 글 좀 잘 쓰면 소원이 없겠네,김봉석 ,,2020-01-15,9791188007462
영어는 잘하고 싶은데 열심히 하고 싶진 않아,"문덕 , 스노우캣 ",,2020-01-30,9791188007486
나도 손글씨 바르게 쓰면 소원이 없겠네 [핸디 워크북],유한빈(펜크래프트) ,,2020-02-04,8809592740019
리얼 방콕 [2020~2021년 최신판],배나영 ,,2020-02-10,9791188007455
오늘도 화내고 말았습니다,박윤미 ,,2020-04-20,9791188007523
리얼 하와이 [2020~2021년 최신판],김화정 ,,2020-02-20,9791188007479
나는 왜 네 말이 힘들까,박재연 ,,2020-07-01,9791190846011
나도 좀 가벼워지면 소원이 없겠네,강하나 ,,2020-02-20,9791188007493
똑똑한 두뇌 연습 365  2권,발롱 미디어 ,,2019-10-28,9791162242391
똑똑한 두뇌 연습 365  세트,발롱 미디어 ,,2019-10-28,9791162242377
똑똑한 두뇌 연습 365  1권,발롱 미디어 ,,2019-10-28,9791162242384
모바일 보일러플레이트 : 모바일 웹 개발 실무를 위한 어비의 노하우,송태민 ,,2013-10-20,9788968486487
좋은 사진을 만드는 김주원의 풍경사진,김주원 ,,2015-03-28,9788968481833
HTML5 보일러플레이트 : 크로스 브라우징과 반응형 웹을 위한 어비의 노하우,송태민 ,,2013-06-30,9788968486395
좋은 사진을 만드는 김주원의 DSLR 사진 입문  : 누구에게도 묻지 못했던 사진에 관한 87가지 질문,김주원 ,,2013-06-11,9788968480232
좋은 사진을 만드는 김주원의 미러리스 & DSLR 사진강의,김주원 ,,2015-11-12,9788968482267
공학도를 위한 경영 : 4차 산업혁명 시대,하귀룡 ,,2020-02-28,9791156644866
"SWedu 011, 앱 인벤터(2판) : 쉽고 재미있게 만드는 앱 프로그래밍",이종원 ,,2020-02-21,9791156644873
제대로 배우는 MATLAB&Simulink,방성완 ,,2020-03-05,9791156644828
맛있는 디자인 라이트룸 CC,김주원 ,,2019-08-01,9791162242056
"IT CookBook, CentOS 리눅스",이종원 ,,2020-05-30,9791156644897
"IT CookBook, 처음 만나는 신재생에너지",김지홍 ,,2020-06-10,9791156644859
"IT CookBook, 인공지능 시대를 위한 컴퓨터 과학 개론",정기철 ,,2020-06-19,9791156644958
누구나 파이썬 통계분석,타니아이 히로키 ,,2020-04-06,9791156644880
프리드버그 선형대수학,"스티븐 H. 프리드버그 , 아놀드 J. 인셀 , 로렌스 E. 스펜스 ",,2020-06-05,9791156644910
"IT CookBook, 코틀린을 활용한 안드로이드 프로그래밍","우재남 , 유혜림 ",,2020-06-19,9791156644965
"IT CookBook, 쉽게 배우는 MFC 윈도우 프로그래밍","김선우 , 신화선 ",,2020-06-20,9791156644903
응용이 보이는 선형대수학 : 파이썬과 함께하는 선형대수학 이론과 응용,이건명 ,,2020-07-06,9791156645009
엄마의 말하기 연습,박재연 ,,2018-02-27,9791188007134
"IT CookBook, 초연결 사회의 데이터통신과 네트워킹",강문식 ,,2020-06-30,9791156644927
하루 3줄 영어 습관,정은희 ,,2018-11-19,9791157842957
공학 핵심수학(2판)  : 기초부터 심화까지 핵심만 쏙쏙,함남우 ,,2020-07-06,9791156644996
나도 영어 잘하면 소원이 없겠네,박선생 ,,2019-03-11,9791188007240
하루 3줄 영어 일기,ALC 편집부 ,,2017-11-22,9791157842131
딥러닝을 위한 선형대수학,Gilbert Strang ,,2020-08-05,9791156644972
창의적 공학설계(3판),김은경 ,,2020-07-10,9791156644934
"IT CookBook, 따라 하면서 배우는 사물인터넷",양재삼 ,,2020-07-23,9791156644941
대학을 버려야 대학이 산다,조동성 외 인천대학교 가족 178명 ,,2020-07-25,9791156645016
R로 하는 다변량 데이터 분석 : 이론부터 실무 활용까지,"카와하시 잇코 , 이와마 노리카즈 , 스즈키 마사유키 ",,2020-07-10,9791156644989
"IT CookBook, 오라클로 배우는 데이터베이스 개론과 실습(2판)","박우창 , 남송휘 , 이현룡 ",,2020-07-30,9791156645023
혼자 공부하는 첫 프로그래밍 with 파이썬,문현일 ,,2020-06-30,9791162243039
파이썬 증권 데이터 분석,김황후 ,,2020-07-01,9791162243206
"SWedu, 앱 인벤터",이종원 ,,2018-06-04,9791156643968
퀀트 전략을 위한 인공지능 트레이딩,"김태헌 , 신준호 ",,2020-08-20,9791162243312
유닉스의 탄생,브라이언 커니핸 ,,2020-08-03,9791162243282
이것이 취업을 위한 코딩 테스트다 with 파이썬,나동빈 ,,2020-08-05,9791162243077
"IT CookBook, TCP/IP 윈도우 소켓 프로그래밍",김선우 ,,2013-07-28,9788998756444
나의 첫 파이썬(2판),에릭 마테스 ,,2020-07-01,9791162243060
핸즈온 비지도 학습,안쿠르 A. 파텔 ,,2020-07-20,9791162243190
"IT CookBook, 윈도우 프로그래밍 : Visual C++ 2010 MFC Programming","김선우 , 신화선 ",,2014-01-08,9788998756697
초소형 머신러닝 TinyML,"피트 워든 , 대니얼 시투나야케 ",,2020-08-20,9791162243411
처음 시작하는 파이썬(2판),빌 루바노빅 ,,2020-08-24,9791162243336
나도 영어 잘하면 소원이 없겠네,박선생 ,,2019-03-11,9791188007240
스트랭 미분방정식과 선형대수학,Gilbert Strang ,,2019-07-09,9791156644422
처음 시작하는 딥러닝,세스 와이드먼 ,,2020-08-20,9791162243343
스트랭 미분적분학,Gilbert Strang ,,2019-01-02,9791156644378
"IT CookBook, 단계별로 배우는 안드로이드 프로그래밍",김선우 ,,2017-12-08,9791156643630
앱 인벤터 2 : 구글과 MIT 앱 인벤터 개발팀이 안내하는 안드로이드 프로그래밍,"David Wolber , Hal Abelson , Ellen Spertus , Liz Looney ",,2015-07-20,9791156641865
엄마의 말하기 연습,박재연 ,,2018-02-27,9791188007134
"IT CookBook, 윈도우 네트워크 프로그래밍 : TCP/IP 소켓 프로그래밍","김선우 , 필드어드바이저: 김재우 ",,2008-12-01,9788979146387
뇌를 자극하는 TCP/IP 소켓 프로그래밍,윤상배 ,,2011-02-11,9788979148046
"IT CookBook, 윈도우 프로그래밍 : Visual C++ MFC Programming(개정판)","김선우 , 신화선 ",,2014-02-19,9788998756888
"IT CookBook, 핵심 API로 배우는 윈도우 프로그래밍",강경우 ,,2015-06-28,9791156641872
해커와 화가,폴 그레이엄 ,,2014-01-24,9788968480713
"IT CookBook, 윈도우 API 프로그래밍",강경우 ,,2014-01-05,9788998756932
"IT CookBook, Android Studio를 활용한 안드로이드 프로그래밍(증보판)","우재남 , 박길식 ",,2016-01-03,9791156642480
"IT CookBook, Eclipse를 활용한 안드로이드 프로그래밍","우재남 , 이복기 ",,2015-01-28,9791156641711
유닉스의 탄생,브라이언 커니핸 ,,2020-08-03,9791162243282
하루 3줄 영어 습관,정은희 ,,2018-11-19,9791157842957
하루 3줄 영어 일기,ALC 편집부 ,,2017-11-22,9791157842131
나는 왜 네 말이 힘들까,박재연 ,,2020-07-01,9791190846011
해커스 : 세상을 바꾼 컴퓨터 천재들 (무삭제판),스티븐 레비 ,,2013-08-19,9788968480454
"윈도우즈 API 정복(개정판), 제2권",김상형 ,,2006-06-01,8979144229
"IT CookBook, MFC 윈도우 프로그래밍",강경우 ,,2017-06-26,9791156643265
"윈도우즈 API 정복(개정판), 제1권",김상형 ,,2006-06-01,8979144210
해커와 화가,폴 그레이엄 ,,2014-01-24,9788968480713
"해커, 광기의 랩소디 : 세상을 바꾼 컴퓨터 혁명의 영웅들(복간판)",스티븐 레비 ,,2019-05-05,9791162241769
해커스 : 세상을 바꾼 컴퓨터 천재들 (무삭제판),스티븐 레비 ,,2013-08-19,9788968480454
"해커, 광기의 랩소디 : 세상을 바꾼 컴퓨터 혁명의 영웅들(복간판)",스티븐 레비 ,,2019-05-05,9791162241769
